Target device: xilinx_u200_xdma_201830_2-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
9309.82,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9330.41,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9350.99,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9371.61,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9392.24,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9412.86,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9433.48,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9454.1,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9474.69,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9495.27,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9515.89,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9536.51,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9557.13,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9577.75,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9598.34,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9618.91,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9639.53,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9660.15,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9680.77,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9701.39,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9722.01,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9742.6,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9763.95,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9784.57,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9805.19,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9825.81,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9846.39,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9866.97,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9887.58,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9908.2,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9928.83,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9949.45,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9970.07,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
9990.66,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10011.2,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10031.9,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10052.5,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10073.1,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10093.7,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10114.3,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10134.9,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10155.5,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10176.2,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10196.8,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10217.4,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10238,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10258.6,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10279.2,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10299.8,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10320.4,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10341.1,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10361.7,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10382.3,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10402.8,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10423.4,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10444,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10464.7,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10485.3,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10505.9,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10526.5,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10547.1,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10567.7,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10588.3,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10608.9,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10629.5,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10650.2,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10670.7,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10691.3,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10711.9,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10732.6,1938,12159,1552,12136,23652,851,0,3359,0,0,0,0,35,35,40,39,43,47,0,43,34,41,0,1054,
10753.2,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10774.5,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10795.1,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10815.7,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10836.3,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10856.9,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10877.6,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10898.2,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10918.8,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10939.3,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10960,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
10980.6,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11001.2,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11021.8,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11042.4,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11063,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11083.6,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11104.2,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11124.8,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11145.5,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11166.1,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11186.7,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11207.3,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11227.9,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11248.5,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11269.1,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11289.7,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11310.3,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11330.9,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11351.5,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11372.2,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11392.8,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11413.4,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11434,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11454.6,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11475.2,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11495.8,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11516.4,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11537,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11557.7,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11578.3,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11598.8,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11619.4,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11640,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11660.7,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11681.3,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11701.9,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11722.5,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11743.1,1939,12152,1545,12125,23724,851,0,3358,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1054,
11763.7,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11785,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11805.6,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11826.3,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11846.8,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11867.5,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11888.1,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11908.7,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11929.3,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11949.9,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11970.5,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
11991.1,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12011.7,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12032.3,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12053,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12073.6,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12094.2,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12114.8,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12135.4,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12156,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12176.6,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12197.3,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12217.9,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12238.5,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12259,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12279.7,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12300.3,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12320.9,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12341.5,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12362.1,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12382.7,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12403.3,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12423.9,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12444.5,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12465.2,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12485.8,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12506.4,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12526.9,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12547.6,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12568.2,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12588.8,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12609.4,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12630,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12650.6,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12671.2,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12691.8,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12712.5,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12733.1,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12753.7,1948,12162,1538,12140,23748,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1055,
12774.3,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12795.5,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12816.1,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12836.8,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12857.4,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12878,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12898.6,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12919.2,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12939.8,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12960.4,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
12981,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13001.7,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13022.3,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13042.8,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13063.4,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13084,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13104.7,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13125.3,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13145.9,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13166.5,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13187.1,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13207.7,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13228.3,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13248.9,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13269.6,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13290.2,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13310.8,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13331.3,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13352,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13372.6,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13393.2,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13413.8,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13434.4,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13455,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13475.6,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13496.2,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13516.8,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13537.5,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13558.1,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13578.7,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13599.3,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13619.9,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13640.5,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13661.1,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13681.7,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13702.3,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13722.9,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13743.5,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13764.2,1982,12180,1538,12123,23676,851,0,3353,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1055,
13784.8,1937,12176,1548,12140,23910,851,0,3356,0,0,0,0,35,36,40,40,43,47,0,43,34,41,0,1054,
13806.1,1937,12176,1548,12140,23910,851,0,3356,0,0,0,0,35,36,40,40,43,47,0,43,34,41,0,1054,
13826.7,1937,12176,1548,12140,23910,851,0,3356,0,0,0,0,35,36,40,40,43,47,0,43,34,41,0,1054,
13847.3,1937,12176,1548,12140,23910,851,0,3356,0,0,0,0,35,36,40,40,43,47,0,43,34,41,0,1054,
13867.9,1937,12176,1548,12140,23910,851,0,3356,0,0,0,0,35,36,40,40,43,47,0,43,34,41,0,1054,
13888.5,1937,12176,1548,12140,23910,851,0,3356,0,0,0,0,35,36,40,40,43,47,0,43,34,41,0,1054,
13909.1,1937,12176,1548,12140,23910,851,0,3356,0,0,0,0,35,36,40,40,43,47,0,43,34,41,0,1054,
13929.8,1937,12176,1548,12140,23910,851,0,3356,0,0,0,0,35,36,40,40,43,47,0,43,34,41,0,1054,
13950.4,1937,12176,1548,12140,23910,851,0,3356,0,0,0,0,35,36,40,40,43,47,0,43,34,41,0,1054,
